file_path,transcription,topic,topic_probability,nouns,probabilities
./././Data/test_data/mid_presentation/ano\20240806\split_audio_5_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20240830\split_audio_1_1.wav,ク,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20240830\split_audio_2_6.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20240830\split_audio_3_1.wav,私,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20240907\split_audio_1_1.wav,ハ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20240907\split_audio_1_3.wav,箱,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20240907\split_audio_5_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20240907\split_audio_7_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20240910\split_audio_1_1.wav,普,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20240910\split_audio_2_6.wav,君,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20240910\split_audio_4_1.wav,炭,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20240910\split_audio_7_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241001\split_audio_3_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241001\split_audio_6_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241006\split_audio_5_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241015\split_audio_2_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241015\split_audio_5_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241015\split_audio_5_2.wav,だ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241015\split_audio_8_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241119\split_audio_1_1.wav,8,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241119\split_audio_2_2.wav,お,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241119\split_audio_4_1.wav,今,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241119\split_audio_6_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241119\split_audio_8_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241125\split_audio_10_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241125\split_audio_1_1.wav,8,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241125\split_audio_3_3.wav,箱,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241125\split_audio_7_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241204\split_audio_1_5.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241204\split_audio_2_1.wav,あ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241204\split_audio_4_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241210\split_audio_1_1.wav,で,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241210\split_audio_2_4.wav,日,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241210\split_audio_3_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241210\split_audio_4_1.wav,あ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241210\split_audio_7_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241210\split_audio_9_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241217\split_audio_1_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241217\split_audio_2_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241217\split_audio_4_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241217\split_audio_6_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241224\split_audio_3_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241224\split_audio_5_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/ano\20241224\split_audio_7_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/asairyo\20240824\split_audio_14_1.wav,浅,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/asairyo\20240824\split_audio_15_1.wav,作,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/asairyo\20240824\split_audio_16_1.wav,ア,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/asairyo\20240824\split_audio_1_1.wav,オ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/asairyo\20240824\split_audio_3_1.wav,基,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/asairyo\20240824\split_audio_5_1.wav,は,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/asairyo\20240824\split_audio_7_1.wav,東,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20240706\split_audio_1_1.wav,日,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20240706\split_audio_1_6.wav,日,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20240706\split_audio_3_1.wav,オ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20240716\split_audio_1_1.wav,日,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20240716\split_audio_1_4.wav,全,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20240716\split_audio_3_1.wav,踊,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20240716\split_audio_5_2.wav,優,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20240721\split_audio_1_1.wav,日,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20240721\split_audio_1_2.wav,カ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20240721\split_audio_1_5.wav,オ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20240721\split_audio_1_6.wav,5,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20240721\split_audio_5_1.wav,未,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20240721\split_audio_5_2.wav,死,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
